,comment
154,지금 인터넷뱅킹이 안되는 왜 그런 거죠 자꾸 오류라고
155,거래 처리 중 일시적인 오류 현상이 시도 때도 없이 뜹니다 버그 수정 부탁드립니다
156,지금 로그인 다들 안되나 보네요
157,전보다 나아진 거 같긴 한데 그래도 좀 더 사용하기 편하면 좋겠어요
158,시스템 오류인가요 농협에 타행 기관 공인인증서 등록 시 보안카드 번호 입럭했는데 계속 틀리다고 나오네요
159,로그인하고 계좌조회 안돼요
160,오늘 업데이트 후 지문인식 및 비번이 안 먹혀요 로그인조차 안되면 어떡해요
161,비밀번호 누르고 로그인 누르면 화면이 더니 이상 넘어가지 않아요 스타 알림 스타뱅킹 다 똑같은 상황이네요
162,뭐 같은 앱 진짜 화나 앱 때문에 국민은행 안 써 개발자들 다 잘라버리던가 해라
163,아이 싯팔 언제 쳐 고치냐 동네 구멍가게 앱도 아니고
164,아니 왜 계속 먹통 
165,kb국민은행은 믿을 수 있어서 좋습니다
166,진짜 화난다  인증서 발급받으려고 하는데 한번 잘못 클릭하면 모든 게 다 리셋됨 진짜 화난다 이러니까 칼뱅 쓰지 사람들이 
167,아니 들어가면 맨날 대기 아니면 앱 종료 뜨고 이게 며칠째야 진짜
168,계속 오류 계속 로그인 오류
169,그냥 하루아침에 앱이 먹통이 됨 재부팅 소용없음 재설치 소용없음 재설치 전  모바일 인증서 정보 불러온다 하면서 먹통 재설치 후  발급 6단계까지는 가지만 그 이후 먹통 TAP 내부 오류입니다 FFFF000D1750 v3도 잘 깔려있는데 이게 뭔지
170,네트워크 접속이 안 된다는 코드 NT008 메시지 뜨고 접속이 안됨 네트워크 정상이고 다른 앱은 잘만 접속됨 1위 은행 앱이 왜 이러나 요 칼뱅으로 넘어가는 게 대세인가
171,반응 없음 거지 같음
172,폴드 3에서 화면 가로방향 강제전환 공인인증서 비밀번호 입력 먹통 아이디 로그인 입력창 먹통 빠른 개선 바랍니다
173,시간이 없이 바쁠 때ᆢ너무 편리하고 시간 단축되는 게 ᆢ좋아요
174,며칠 전부터 사용 못 하고 있어요 V3KB 권한도 동의했고 데이터 삭제도 해보고 어플 삭제도 해봤는데 로그인만 하려고 하면 아무 창도 안 나와요 자주 사용 안 해서 상관 안 하고 있었는데 급하게 보내야 할 때 심각하네요 저번 주부터 지금까지 앱 개발 안 했다고 생각하니까 약간 실망입니다
175,굿
176,좋아요 어쩌다 로그인할 때 지연되는 거 빼고는 만족함 궁금한 점이 있는데 계좌를 해지하면 KB 모바일 인증서 다시 설치해야 하는지요 계좌 해지하고 새로 계좌를 만들어야 해서
177,갤럭시 폴드 메인화면에서 자꾸 앱 화면이 돌아가면서 로그인도 안 됨 최악
178,최악
179,3번 설치했는데 또 안돼요
180,모든 게 다 편리하네요
181,급한 순간에 멈추더니  지가 제 기능도 못하는데 짜증 나네요
182,국민은행은 나의 오랜 친구
183,후회 없는 선택
184,진짜 개화나 게 만들어놨네  그냥 기업 쓸게요
185,어플 진짜 개화 나네요 계좌에 돈다 뺍니다
186,Lg V50s 사용자입니다 로그인 화면에서 멈추는 현상이 종종 일어나네요 폰 재부팅 시키면 되긴 하는듯싶은데 정말 중요할 때 사용 못 할까 봐 불안합니다 이런 현상이 몇 개월 전부터 있었고 리뷰에도 있는데 아직 여전하다는 건 이 문제에 대해서 포기하신 거라고 봐도 되는 건가요
187,이체할 때 최근 이체 기능은 대체 언제쯤 한 번 누르면 리스트가 노출되게 해주실 건가요 이 앱을 꽤 오래 쓴 것 같은데 이슈 자체를 아예 찾지를 못한 건지 알고 있는데 고치지 않는 건지 모르겠습니다 이체 진입 후 최근 이체 버튼을 눌러서 최초 진입하면 이체한 상대 리스트가 노출되지 않고 흰 화면만 노출되며 뒤로 가기를 했다가 다시 최근 이체를 진입해야 이체한 사람들 리스트가 노출됩니다 금융 어플이면 기능들을 좀 꼼꼼히 봐주세요 이게 뭡니까
188,은행 모바일앱 포기한 건가요 앱 키고 나면 아무 동작도 안 먹히네요
189,빨리 고치시오
190,외국인 등록증은 신분증 인식 못 하네요
191,⚠️
192,로그인 화면에서 화면 멈춤 현상 나타납니다 앱 재설치 권한 설정 V3 설치 및 사용 상태 엘지 벨벳 폰 확인 부탁드립니다
193,국민은행 주 사용자로서 건의드리고 싶은 건 제발 어플 통합 좀 했으면 좋겠습니다 뭘 할 때마다 새 어플을 깔고 또 깔고 진짜 오늘 업무처리하면서 갈아타고 싶은 마음 수십 번은 한거 같습니다 다음엔 부디 편리하게 이용할 수 있었으면 좋겠네요
194,전화상담 11분 기다렸는데 상담원 지연된다는 말만 11분간하더니 상담원 안 넘기고 다시 처음으로 전환시키라는 로봇 안내 멘트 후 전화 끝남 상담원 없으면 없다고 하세요
195,공동 인증서 하나 만들려고 하는데 오류가 나서 앱을 지웠다가 다시 깔으라는 팝업창이 뜨네요 너무 불편한 것 아닌가요
196,잘만 되는 어플이 갑자기 패턴 로그인하고 나면 계속 튕김 왜 이러는 걸까요
197,인증서 발급받으려고 다 작성하고 휴대폰 인증하라 해서 번호 쓰려는데 왜 번호 쓰는 칸이 안 눌려지죠 그래서 번호를 쓸 수가 없어요 은행 가서 받으려 해도 안 되고 어떻게 인증을 받으라는 건지;
198,로그인이 안 됨
199,어플을 열면 창만 뜨고 먹통입니다 인증도 안되고 다른 버튼도 다 안 먹고 거래와 잔액 확인해야 하는데 며칠째 못하고 있고 지금도 다시 들어가 봤더니 똑같고 어플이 응답하지 않는다고 해서 닫았어요  폰이 이상 인가해서 어플 지우고 다시 받아도 똑같고요 다른 기능이나 어플 문제없이 쓰고 있어서 국민은행 어플이 안되는 거라고 생각했습니다 다른 사용자들의 민원이 없었나요 댓글 보니 안 되는 사람 있던데
200,앱이 잠깐도 아니고 며칠 동안 계속 먹통인 건 좀
201,모바일 인증서가 로딩이 안 되네요 방법이 없을까요
202,좋아요
203,문제 인터넷이 불안정하다고 1시간째 어플 못 쓰고 있는데 조치 안 합니까 데이터도 안되고 와이파이도 안되는데 전액 다 kb에 넣어뒀는데 빼지도 못하고 빨리 조치해주세요;;
204,앱이 안 열리잖아요  국민은행이 이렇게 무능했나  중졸은행이에요
205,오랜 시간 써왔던 앱인데 언제부터인가 버벅대더니 구동 자체가 되지 않아 다시 깔려고 삭제시켰더니 다시 깔기가 안되네요 수 없이 시도해보아도 먹통
206,폴드 3 메인화면에서 앱 구동하면 항상 시계방향으로 90도 화면이 회전합니다 초기 설정을 잘못했나 싶어 삭제 후 재설치 했는데 동일하네요 화면이 회전하면 메뉴 배치도 비효율적이고 특히 인증서 비번 입력 시 중간에 키패드가 닫혀서 너무 불편합니다
207,사용이 안 되네요 며칠 동안 너무 불편해요
208,지금은 왜 웹이 안 열리나요 급한데
209,아니 그럼 같은 내용으로 문의 반복하면 안 된다는 겁니까 제정신이 있으면 답변그리 하지마세쿄 2년 넘게 선불폰 이용자들이 본인인증할 수 있는 다른 방안을 마련하던가 그냥 안됩니다 어쩌라고요 이런 말 할 거면 그냥 님 사직서나 내세요 위에는 보고는 합니까 작년에 올린 글 선불폰은 모바일 인증서 사용이 불가능하다는 게 말이 되나요 일반 공인인증서는 너무 불편한데 선불폰이라는 이유로 안된다 해서 지문 사용을 못 하고 있습니다 빨리 해결해주세요
210,재난지원금 확인 안 되나요
211, 지 
212,새로 가입하기에 너무나도 불편한 앱임 어느 부분에서 어떠한 오류로 문제가 생기는지에 대한 안내 없음 왜 처음으로 돌아가는지 이유 없음 심지어 도로 주소 입력 시 5번 이상 시도를 해야 입력되는 불편함이 존재함
213,매우 안전하고 편리합니다
214,이건 너무한 거 아닌가 아니 이틀 동안 메인화면이 안 넘어가지고 토스로 매일 잔액 확인하고 정작 메인 KB 잔액은 확인 못하고 혹시나 해서 안 들어져 가지고 업데이트도 했는데 안 들어가져가는 건 이건 일을 안 하고 있다는 생각밖에 못 하겠는데 KB 국민 대기업 치고는 대기업답게 행동하지 못하고 국민이라는 이름을 빼야 될 거 같네요 너무 화나서 안 쓰는 리뷰를 씁니다 일 처리 좀 부탁할게요
215,폴드 3에서 내부 화면으로 열면 태블릿 모드로 들어가져서 로그인이 안 됩니다 항상 전면 화면만 이용 중입니다 개선 부탁드립니다
216,앱 속도가 엄청 느려요 속 터지는 줄
217,등록하려니까 모바일 인증서도 안되고 민증사진 찍어도 안되고 짜증 나서 못하겠음 다른 은행으로 갈아탐 
218,전화번호 입력이 안돼서 리뷰 남겼었습니다 제가 외국이라고 적었는데 통신사 가서 확인을 어떻게 합니까 좀 제대로 된 대책을 내줄 순 없는 건가요
219,앱 실행 이후 기능이 정지됩니다 그냥 동작되지가 않네요
220,서 버터 진 건지 계속 안 열리는데
221,모바일 인증서에서 화면 먹통 되고 안 넘어간다고요 좀 수정을 하라고 맨날 모른다 모른다 하지만 말고 앵무새인가 진짜
222,앱이 로그인이 안 돼요 에러 떠서 자꾸 안 들어가지는데 겨우 로딩돼서 들어가면 튕기고 하 이용을 하려면 일단 들어가져야 되는 거 아녜요 7월에 앱 깔고 쓴 적이 없어요 들어가지지가 않아서 오류 뜨는 거 튕기는 거 재정비 좀 해주세요
223,초기화면부터 오류 심함
224,장난치냐 모바일 인증서 발급 왜 안되고 자꾸 에러 남
225,최악의 어플입니다 계속 가입 오류로 시간만 3시간째 버렸습니다 이젠 kb는 이용 안 합니다
226,진짜 적당히 해야지 앱 사용하다 보면 화가 남
227,진짜 kb 앱 만드는 애들 관리하는 애들 반성해라 제일 쓰기 어렵고 쓰레기 어플
228,불과 어제 저녁까지만 해도 잘만 쓰던 앱이었는데 어제 오후 9시부터 앱 진입 후 로그인 창에서 무한 로딩이 걸려서 넘어가질 않습니다 혹시 내 폰이 LG라서 그런가 싶어서 장애 발생 시 대처 방법에 따라 앱을 삭제하고 재부팅한 후 다시 깔기도 해봤고 오늘 뭐 전산 업데이트 하나보다 하고 한숨 자고 일어났는데도 똑같은 증상이 일어나서 뭐지 했습니다 그러다 무심코 밑으로 내려서 리뷰를 봤는데 저만 겪고 있는 줄 알았던 문제가 다른 사람들한테도 나타나고 있다는 걸 알았습니다 그러면 이건 저만의 문제가 아닌데 언제 고칠 생각이신지요 그래도 1금융권에서 세 손가락 안에는 들어가는 은행인데 지금의 대처는 너무 아쉽습니다 농협도 신한도 이렇게 늦게까지 오류를 놔두지는 않아요 오늘 사촌 동생 생일이라 좋아하던 옷 하나 사고 여자친구랑 맛있는 저녁도 먹으라고 돈을 보내려고 하는데 저 퇴근할 때까지 이러시면 곤란합니다
229,비밀번호 재설정할 때 필수 항목 적으라고 오류 뜨네요 다 적었는데 결국 은행 방문해야 되는데 앱의 필요성이 사라짐
230,로그인이 안 됨
231,요즘 인증하고 인증하고 무 반응일 때가 많습니다 폰 한번 껐다 실행이 되는데 이게 무슨 일인가요 빨리 해결 부탁드립니다
232,앱이 작동이 안 됩니다
233,패턴 입력하면 로딩 화면만 뜨고 메인으로 넘어가지가 않습니다 일주일째에요 어떻게 좀 하세요
234,진짜 모든 은행 어플 중 제일 별호 이체해야 하는데 3일째 앱이 먹통이고 다시는 kb 안 쓴다 하
235,어제부터 오류코드라고 뜨는데 LTE 잘 되는데 네트워크에 연결할 수 없다고 응답 코드 NT008 이 뜨네요 어떻게 해야 하나요
236,삭제하고 깔아봐도 안되고 v3도 뭐 어떻게 다 해봤는데 안됨 이건 폰 문제가 아니라 어플 문제 아니냐 재앙 지원금 신청받은 뒤로 서 버터 진 것 같은데 제발 좀 고치세요
237,정말 불편하네요 사룡 하기 장말 힘들어서 사용 안 할랍니다
238,제발 제발 이체 확인증 저장 기능 좀 추가해주세요 어쩔 수 없이 국민은행 쓰는데 매달 이체 확인증 제출해야 한단 말이에요 쓰고 있는 다른 은행들은 다 되는데 여긴 왜 안돼요
239,kb 페이처럼 앱 아이콘을 확대 수정해주세요
240,너무 좋아요
241,별로예요
242,갑자기 앱이 튐 왜 이래요
243,주거래은행이 국민인데 더럽게 불편해요 온라인 거래는 무조건 칼뱅으로 하는 이유
244,신분증 촬영에 실패해서 회원가입이 안되네요
245,이거 왜 한번 로그인이 된 뒤에는 다시 또 하면 로그인이 안 되나요 전에는 됐는데 요즘은 안되네요
246,처음 설치할 땐 별로였지만 점점 괜찮아지네요 담당자분도 바로 답변 주시고요 아직도 잘 사용 중입니다
247,고객 정보 불러오는 중에서 멈춤 왜 그런 건가요
